,wav,sentence,label
361,Ses01F_script01_1_M009,"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now?",fru
362,Ses01F_script01_1_F010,You can't say that to him.,fru
363,Ses01F_script01_1_M010,We've got to say it to him.,neu
364,Ses01F_script01_1_F011,Where's the proof?  Do you have any proof?,fru
365,Ses01F_script01_1_M011,"For God's sake, three years?  Nobody comes back after three years; that's insane.",fru
366,Ses01F_script01_1_F012,"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face.  But there is no grave and there is no body, so where are you?",fru
367,Ses01F_script01_1_M012,"Sit down, Mom.  I want to talk to you.",neu
368,Ses01F_script01_1_F013,"It's that the trouble is those God damn newspapers.  Every month some new boy comes back and so the next one is going to be Larry, they just--",xxx
369,Ses01F_script01_1_M013,"All right, all right, all right.  You know why I asked Annie here, right?",fru
370,Ses01F_script01_1_F014,Why?,fru
371,Ses01F_script01_1_M014,You know.,neu
372,Ses01F_script01_1_F015,"Well I got an idea, but what's your story?",neu
373,Ses01F_script01_1_M015,I'm going to ask her to marry me.,neu
374,Ses01F_script01_1_F016,"Well that's only your business, Chris.",xxx
375,Ses01F_script01_1_M016,You know it's not just my business.,neu
376,Ses01F_script01_1_F017,Well what do you want me to do?  You're old enough to know your own mind.,xxx
377,Ses01F_script01_1_M017,"So all right then, I'll just go ahead with it?",neu
378,Ses01F_script01_1_F018,Well you want to make sure that your father is not going to --,xxx
379,Ses01F_script01_1_M018,Then it's not just my business.,fru
380,Ses01F_script01_1_F019,I'm just saying.,xxx
381,Ses01F_script01_1_M019,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",ang
382,Ses01F_script01_1_F020,Oh.  I ignore what I got to ignore.  That girl is Larry's girl.,xxx
383,Ses01F_script01_1_M020,She's not Larry's girl.,fru
384,Ses01F_script01_1_F021,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl.",fru
385,Ses01F_script01_1_F022,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.",fru
386,Ses01F_script01_1_M021,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time.",fru
387,Ses01F_script01_1_F023,"You're a considerate fellow, there's nothing wrong in that.",fru
388,Ses01F_script01_1_M022,To hell with that.,fru
389,Ses01F_script01_1_F024,I just don't see why.  Have you asked Annie yet?,fru
390,Ses01F_script01_1_M023,I wanted to get this settled first.,neu
391,Ses01F_script01_1_F025,Well how do you know she's going to marry you?  Maybe she feels the same way your father does.,fru
392,Ses01F_script01_1_M024,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",neu
393,Ses01F_script01_1_M025,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,neu
394,Ses01F_script01_1_F026,The trouble is you don't see enough women.  You never did.,fru
395,Ses01F_script01_1_M026,So what.  I'm not fast with women.,fru
396,Ses01F_script01_1_F027,Why does it have to be Annie?,fru
397,Ses01F_script01_1_M027,Because it is.,fru
398,Ses01F_script01_1_F028,Oh that's a great reason.  It's no reason at all.,fru
399,Ses01F_script01_1_M028,I don't know.,fru
400,Ses01F_script01_1_F029,"You haven't seen her since you went away to war, it's been five years.",fru
401,Ses01F_script01_1_M029,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",fru
402,Ses01F_script01_1_M030,"Mom, what do you want?  A diagram?",fru
403,Ses01F_script01_1_F030,I don't want a diagram.,fru
404,Ses01F_script01_1_F031,He thinks he's coming back Chris.,fru
405,Ses01F_script01_1_F032,"You marry that girl, you are pronouncing him dead...",fru
406,Ses01F_script01_1_F033,...and then what's that going to do to your father?  Do you know?  I don't.,fru
407,Ses01F_script01_1_M031,"All right, then, Mom. [BREATHING]",fru
408,Ses01F_script01_1_F034,Just give it some more thought.,neu
409,Ses01F_script01_1_M032,"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy.",fru
410,Ses01F_script01_1_M033,"But if I can't do that here, I may have to go somewhere else.",fru
411,Ses01F_script01_1_F035,What the hell is this?,ang
412,Ses01F_script01_1_M034,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",neu
413,Ses01F_script01_1_F036,Are you crazy?,xxx
414,Ses01F_script01_1_M035,"I've been a good son for too long, a good sucker.",fru
415,Ses01F_script01_1_F037,You have a business here.  What the hell is this?,ang
416,Ses01F_script01_1_M036,The business?  The business doesn't inspire me.,fru
417,Ses01F_script01_1_F038,Oh.  Must you be inspired?,ang
418,Ses01F_script01_1_M037,"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy.",fru
419,Ses01F_script01_1_M038,"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that.  Now it's just where to find it.",fru
420,Ses01F_script01_1_F039,You mean to tell me that you would leave the business over this?,fru
421,Ses01F_script01_1_M039,"On this, I would.",neu
422,Ses01F_script01_1_F040,Well you don't want to think like that.,fru
423,Ses01F_script01_1_M040,Then help me stay here.,neu
424,Ses01F_script01_1_F041,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",ang
425,Ses01F_script01_1_M041,I know that.  Then just help me stay here.,fru
426,Ses01F_script01_1_F042,Just don't think like that.,ang
427,Ses01F_script01_1_M042,Well I am thinking like that.,fru
428,Ses01F_script01_1_F043,"I don't understand you, do I?",fru
429,Ses01F_script01_1_M043,No.  You don't.  I'm a pretty tough guy.,fru
430,Ses01F_script01_1_F044,I can see that.,fru
431,Ses01F_script01_2_F000,Why did he invite her here?,xxx
432,Ses01F_script01_2_M000,Why does that bother you?,xxx
433,Ses01F_script01_2_F001,"She's been in New York three and an half years, why all of a sudden?",xxx
434,Ses01F_script01_2_M001,Well maybe...maybe he just wanted to see her.,neu
435,Ses01F_script01_2_F002,Nobody comes seven hundred miles just to see.,xxx
436,Ses01F_script01_2_M002,"What do you mean?  You know he lived next door to the girl his whole life, why wouldn't he want to see her?",xxx
437,Ses01F_script01_2_M003,[BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you.,fru
438,Ses01F_script01_2_F003,He's not going to marry her.,ang
439,Ses01F_script01_2_M004,How do you know he's even thinking about it?,neu
440,Ses01F_script01_2_F004,It's got that about it.,ang
441,Ses01F_script01_2_M005,Oh.  So what.,xxx
442,Ses01F_script01_2_F005,"What is going on here, Joe?",ang
443,Ses01F_script01_2_M006,Now listen.,fru
444,Ses01F_script01_2_F006,She is not his girl.  She knows she's not.,ang
445,Ses01F_script01_2_M007,You can't read her mind.,fru
446,Ses01F_script01_2_F007,"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",ang
447,Ses01F_script01_2_M008,How do you know why she waited?,neu
448,Ses01F_script01_2_F008,"Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right.",ang
449,Ses01F_script01_2_M009,"Hey look, it's a nice day, huh?  Why are we arguing?",fru
450,Ses01F_script01_2_F009,"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",ang
451,Ses01F_script01_2_M010,What do you want me to do? What do you want?,fru
452,Ses01F_script01_2_F010,"I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.",ang
453,Ses01F_script01_2_F011,I won't stand for any nonsense.,ang
454,Ses01F_script01_2_M011,Kate.,fru
455,Ses01F_script01_2_F012,"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.",ang
456,Ses01F_script01_2_M012,[BREATHING],fru
457,Ses01F_script01_2_M013,Calm yourself.,fru
458,Ses01F_script01_2_F013,"Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.",ang
459,Ses01F_script01_2_M014,Okay. Calm yourself.,fru
460,Ses01F_script01_2_M015,"I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?",fru
461,Ses01F_script01_2_M016,"Look at you, you're shaking.",xxx
462,Ses01F_script01_2_F014,I can't help it.,fru
463,Ses01F_script01_2_M017,"What have I got to hide?  What the hell is the matter with you, Kate?",ang
464,Ses01F_script01_3_F000,You're the only one who still loves his parents.,neu
465,Ses01F_script01_3_M000,"I know.  It kind of went out of style, didn't it?",neu
466,Ses01F_script01_3_F001,It's not so bad; it's a good thing.,neu
467,Ses01F_script01_3_F002,"[BREATHING] You know, it's lovely here.  The air is sweet.",neu
468,Ses01F_script01_3_M001,You're not sorry you came.,neu
469,Ses01F_script01_3_F003,"I'm not sorry, no. But I'm...I can't stay.",neu
470,Ses01F_script01_3_M002,Why not?,xxx
471,Ses01F_script01_3_F004,"For one thing, your mother much as told me to go.",neu
472,Ses01F_script01_3_M003,Well.,neu
473,Ses01F_script01_3_F005,"And then, you.  You've been kind of...",neu
474,Ses01F_script01_3_M004,What?,neu
475,Ses01F_script01_3_F006,Sort of embarrassed ever since I got here.,neu
476,Ses01F_script01_3_M005,Well I was kind of planning of sneaking up on you over the course of a week or so.  They just take it for granted that we're all set.,neu
477,Ses01F_script01_3_F007,I knew they would.,neu
478,Ses01F_script01_3_M006,You did?,xxx
479,Ses01F_script01_3_F008,"Well sure, from your mother's point of view.  Why else would I come?",neu
480,Ses01F_script01_3_M007,"So would you want to?  I mean, I guess you have to know that's kind of why I asked you to come?",xxx
481,Ses01F_script01_3_F009,"I, umm. I guess, I guess that's kind of why I came.",neu
482,Ses01F_script01_3_F010,[BREATHING],hap
483,Ses01F_script01_3_M008,"I love you. Annie, I love you.",hap
484,Ses01F_script01_3_F011,[LAUGHTER],hap
485,Ses01F_script01_3_M009,"I don't really have any imagination, that's all I know how to say.",hap
486,Ses01F_script01_3_F012,[LAUGHTER],hap
487,Ses01F_script01_3_M010,"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.",hap
488,Ses01F_script01_3_F013,No. No,hap
489,Ses01F_script01_3_M011,"You feel uncomfortable here, you feel that it's wrong here somehow.  I just...I don't...I didn't want...I didn't want to take you away from anything.",xxx
490,Ses01F_script01_3_F014,"Chris, I've been ready a long, long, time.",neu
491,Ses01F_script01_3_M012,And he's gone forever?  Are you sure?,xxx
492,Ses01F_script01_3_F015,I almost got married two years ago.,neu
493,Ses01F_script01_3_M013,Why didn't you?,xxx
494,Ses01F_script01_3_F016,You started to write me.,neu
495,Ses01F_script01_3_M014,You felt something that far back?,sur
496,Ses01F_script01_3_F017,Every day since.,hap
497,Ses01F_script01_3_M015,Why didn't you let me know?,hap
498,Ses01F_script01_3_F018,"I was waiting for you, Chris.  You sure can be ambiguous, you know.  And when you did finally write me,",xxx
499,Ses01F_script01_3_M016,Give me a...,hap
500,Ses01F_script01_3_M017,Give me a kiss.,hap
501,Ses01F_script01_3_M018,God.  I kissed you Annie.,xxx
502,Ses01F_script01_3_F019,beating around the bush.,hap
503,Ses01F_script01_3_F020,"I will never forgive you.  All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me.",hap
504,Ses01F_script01_3_M019,"Oh Annie, we are going to live now.  I am going to make you so happy.",hap
505,Ses01F_script01_3_F021,Not like that you're not.,hap
506,Ses01F_script01_3_M020,I kissed you.,hap
507,Ses01F_script01_3_F022,"Like Larry's brother.  Do it like you, Chris.",neu
508,Ses01F_script01_3_F023,"Chris, what is it?",xxx
509,Ses01F_script01_3_M021,"Hey, let's drive some place.  Huh?  Let's get out of here.",sad
510,Ses01F_script01_3_F024,No. What is it?  Is it your mother?,xxx
511,Ses01F_script01_3_M022,No it's nothing like that. It's-,sad
512,Ses01F_script01_3_F025,"Then what?  Chris.  Even in your letters, there was something ashamed.",xxx
513,Ses01F_script01_3_M023,Yeah.  I suppose I have been. But it's going from me.,sad
514,Ses01F_script01_3_F026,You've got to tell me.,xxx
515,Ses01F_script01_3_M024,I don't even know how to start.,sad
516,Ses01F_script01_3_F027,It wouldn't work like this.,xxx
517,Ses01F_script01_3_M025,"It's just all mixed up with so many other things, you know?  You know overseas I was in command of a company?",sad
518,Ses01F_script01_3_F028,"Yeah, sure.",neu
519,Ses01F_script01_3_M026,Well I lost them.,sad
520,Ses01F_script01_3_F029,How many?,neu
521,Ses01F_script01_3_M027,Pretty much all.,sad
522,Ses01F_script01_3_F030,"Aw, geez.",sad
523,Ses01F_script01_3_M028,You can't just toss off a thing like that because they weren't just men. You know?,sad
524,Ses01F_script01_3_M029,"Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks.  He just put them in my pocket.  That's a little thing, you know, but that's what kind of guys I had.",sad
525,Ses01F_script01_3_M030,"They didn't die, they killed themselves for each other.  I mean that, exactly.  Just a little more selfish and they would all be here today.",sad
526,Ses01F_script01_3_M031,"And I had this idea as I was watching them go down.  Everything was being destroyed, you know, but this one thing was being made.  It was kind of a monument, it's kind of responsibility, man for man.",xxx
527,Ses01F_script01_3_F031,Mmhmm.,neu
528,Ses01F_script01_3_M032,"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.",sad
529,Ses01F_script01_3_M033,"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.",sad
530,Ses01F_script01_3_M034,Driving my new car and seeing a new refrigerator.,xxx
531,Ses01F_script01_3_M035,"I mean...You can't take those things out of a war. when you drive that car and you see that new refrigerator, you have to know that it came out of the love that a man can have for another man.",xxx
532,Ses01F_script01_3_M036,And I didn't want any of it. I guess that included you.,sad
